5242924,Westerton School,1815-2-16,Cruden Crescent Northfield Aberdeen,01224 692323 01224 695216 Primary 287 19.6 Open
5243122,Woodside School,1985-4-23,Clifton Road Aberdeen,01224 484778 01224 481878 Primary 352 21.2 Integrated SEN Unit Open
5243238,Harlaw Academy,1927-3-11,18/20 Albyn Place Aberdeen,01224 589251 01224 212794 Secondary 896 72.2 Integrated SEN Unit Open
5243335,Dyce Academy,1946-4-9,Riverview Drive Dyce Aberdeen,01224 725118 01224 772571 Secondary 516 51.8 Integrated SEN Unit Open
5243432,Hazlehead Academy,1948-8-18,Groat's Road Aberdeen,01224 310184 01224 208434 Secondary 1024 79.2 Integrated SEN Unit Open
5243831,Kincorth Academy,1947-11-20,Kincorth Circle Kincorth Aberdeen,01224 872881 01224 878958 Secondary 848 72.7 Integrated SEN Unit Open
5244234,Northfield Academy,1951-6-9,Granitehill Place Aberdeen,01224 699715 01224 685239 Secondary 1019 95.1 Integrated SEN Unit Open
5244439,Aberdeen Grammar School,1926-1-16,Skene Street Aberdeen,01224 642299 01224 627413/627482 Secondary 1136 84.4 Integrated SEN Unit Open
5244838,Torry Academy,1871-7-27,Tullos Circle Aberdeen,01224 876733 01224 249597 Secondary 458 51.9 Integrated SEN Unit Open
5244943,Hazelwood School,1869-11-19,Fernielea Road Aberdeen,01224 321363 01224 311162 Special 70 13.0 Open
5245044,Aberdeen School for the Deaf,1821-7-6,Regent Walk Aberdeen,01224 480303 01224 276675 Special 4 7.0 Open
5245249,Beechwood School,1857-7-2,Raeden Park Road Aberdeen,01224 323405 01224 311192 Special 58 11.5 Open
5245443,Woodlands School,1896-10-21,Craigton Road Cults Aberdeen,01224 868814 01224 868501 Special 26 7.0 Open
5245648,Marlpool School,1859-1-16,Cloverfield Gardens Bucksburn Aberdeen,01224 712735 01224 712524 Special 61 13.2 Open
5245745,The Raeden Centre Nursery School,1888-4-13,Midstocket Road Aberdeen,01224 321381 01224 311109 Special 24 4.0 Open
5245842,Hospital & Home Tuition Service,1828-7-8,Lowit Unit Royal Aderdeen Children Hospital Cornhill Road Aberdeen,01224 554699 01224 554699 Special 6.0 Open
5245923,Kaimhill Primary School,1952-9-9,Pitmedden Terrace Aberdeen,01224 316356 01224 208369 Primary 268 19.0 Integrated SEN Unit Open
5246024,Loirston School,1954-9-28,Loirston Avenue Cove Bay Aberdeen,01224 897686 01224 896967 Primary 367 24.7 Integrated SEN Unit Open
5246040,Newhills Visual Impairment Unit,1849-2-5,Wagley Parade Bucksburn Aberdeen,01224 715648 01224 714957 SEN Unit 4.0 Open
5246121,Forehill School,1888-9-27,Jesmond Drive Bridge Of Don Aberdeen,01224 820904 01224 705614 Primary 300 15.9 Open
5246237,Oldmachar Academy,1803-9-16,Jesmond Drive Bridge Of Don Aberdeen,01224 820887 01224 823850 Secondary 1100 77.5 Integrated SEN Unit Open
5246326,Danestone Primary School,1836-2-19,Fairview Brae Bridge of Don Aberdeen,01224 825062 01224 707796 Primary 293 15.8 Integrated SEN Unit Open
5246423,Charleston School,1813-3-19,Charleston Road Cove Aberdeen,01224 249349 01224 896975 Primary 235 14.5 Open
5246431,St Machar Academy,1912-3-1,St Machar Drive Aberdeen,01224 492855 01224 276112 Secondary 1165 116.8 Integrated SEN Unit Open
5248620,Upper Westfield School,1916-12-21,Braehead Way Bridge Of Don Aberdeen,01224 703796 01224 709420 Primary 138 9.5 Open
5248744,Cordyce School,1818-1-19,Riverview Drive Dyce Aberdeen,01224 724215 01224 772738 Special 30 12.8 Open
5248922,Greenbrae School,1988-2-25,Greenbrae Crescent Bridge Of Don Aberdeen,01224 704447 01224 708475 Primary 229 12.7 Open
5249023,Banchory-Devenick School,1995-8-14,Banchory-Devenick Aberdeen,01224 875237 01224 895563 Primary 59 3.6 Open
5249120,Bervie School,1800-7-2,Church Street Inverbervie Montrose Angus,01561 361312 01561 361718 Primary 209 9.0 Open
5249325,Catterline School,1955-10-13,Catterline Stonehaven Kincardineshire,01569 750307 01569 750715 Primary 60 3.2 Open
5249422,Crathes School,1859-12-22,Crathes Banchory Kincardineshire,01330 844505 01330 844427 Primary 34 2.4 Open
5249627,Dunnottar School,1885-5-24,High Street Stonehaven Kincardineshire,01569 762414 01569 767669 Primary 238 12.2 Open
5249724,Fettercairn School,1879-6-6,Distillery Road Fettercairn Laurencekirk Kincardineshire,01561 340250 01561 340541 Primary 82 4.2 Open
5249821,Auchenblae School,1826-4-8,Auchenblae Fordoun Kincardineshire,01561 320249 01561 320414 Primary 76 4.6 Open
5249929,Glenbervie School,1805-11-18,Drumlithie Stonehaven Kincardineshire,01569 740236 01569 740236 Primary 58 3.8 Open
5250021,Gourdon School,1928-3-17,McGill Terrace Gourdon Montrose Angus,01561 361261 01561 361957 Primary 60 3.6 Open
5250129,Johnshaven School,1918-10-28,Seaview Terrace Johnshaven Montrose Angus,01561 362224 01561 362148 Primary 72 4.2 Open
5250226,Kinneff School,1934-6-22,Kinneff Inverbervie Montrose Angus,01569 750234 01569 750718 Primary 30 2.4 Open
5250420,Luthermuir School,1935-6-5,Luthermuir Laurencekirk Kincardineshire,01674 840304 01674 840786 Primary 60 4.1 Open
5250625,Maryculter School,1951-5-17,Maryculter Aberdeen,01224 732162 01224 735687 Primary 50 3.7 Open
5250722,Marykirk School,1885-6-23,Kirktonhill Road Marykirk Laurencekirk Kincardineshire,01674 840200 01674 840757 Primary 22 2.4 Open
5250927,Netherley School,1827-5-11,Netherley Stonehaven Kincardineshire,01569 730049 01569 731983 Primary 39 2.2 Open
5251028,Newtonhill School,1819-10-3,St Michael's Road Newtonhill Stonehaven Kincardineshire,01569 730597 01569 731718 Primary 353 19.1 Integrated SEN Unit Open
5251125,Portlethen Primary School,1921-1-18,Cookston Road Portlethen Aberdeen,01224 780238 01224 783234 Primary 366 18.0 Open
5251222,Redmyre School,1952-2-26,Fordoun Laurencekirk Aberdeenshire,01561 320431 01561 320584 Primary 38 2.0 Open
5251427,St Cyrus School,1884-3-23,Beach Road St Cyrus Montrose Angus,01674 850215 01674 850681 Primary 136 8.2 Open
5251524,Arduthie School,1905-9-17,Arduthie Road Stonehaven Kincardineshire,01569 762996 01569 763906 Primary 482 21.0 Open
5251621,Strachan School,1898-10-1,Strachan Banchory Kincardineshire,01330 850231 01330 850374 Primary 30 3.0 Open
5251729,Durris School,1843-3-4,Durris Banchory Kincardineshire,01330 811457 01330 811960 Primary 39 3.5 Open
5251834,Banchory Academy,1929-1-21,Schoolhill Banchory Kincardineshire,01330 823357 01330 825409 Secondary 938 70.0 Integrated SEN Unit Open
5251931,Mackie Academy,1833-3-2,Slug Road Stonehaven Kincardineshire,01569 762071 01569 767287 Secondary 1269 85.8 Integrated SEN Unit Open
5252032,Mearns Academy,1878-11-12,Aberdeen Road Laurencekirk Kincardineshire,01561 378817 01561 378252 Secondary 644 54.1 Integrated SEN Unit Open
5252148,Carronhill School,1887-11-8,Mill of Forest Road Stonehaven Kincardineshire,01569 763886 01569 762332 Special 31 7.0 Open
5256127,Aboyne Primary School,1864-4-8,Morven Place Aboyne Aberdeenshire,013398 86638 013398 87408 Primary 255 15.6 Integrated SEN Unit Open
5256224,Ballater School,1954-8-27,Monaltrie Crescent Ballater Aberdeenshire,013397 55419 013397 56083 Primary 109 5.4 Open
5256429,Braemar School,1981-10-22,School Road Braemar Aberdeenshire,013397 41250 013397 41916 Primary 26 3.0 Open
5256623,Crathie School,1881-11-21,Crathie Ballater Aberdeenshire,013397 42276 013397 42418 Primary 19 1.5 Open
5256720,Drumoak School,1986-1-16,Drumoak Banchory Kincardineshire,01330 811221 01330 811801 Primary 87 4.9 Open
5256828,Finzean School,1899-9-22,Finzean By Banchory Kincardineshire,01330 850201 01330 850694 Primary 53 4.8 Open
5256925,Kincardine O'Neil School,1994-6-21,North Deeside Road Kincardine O'Neil Aberdeenshire,013398 84213 013398 84427 Primary 54 3.4 Open
5257026,Logie Coldstone School,1968-3-17,Dinnet Aboyne Aberdeenshire,013398 81272 013398 81982 Primary 21 2.4 Open
5257123,Lumphanan School,1949-2-5,Lumphanan Banchory Aberdeenshire,013398 83252 013398 83561 Primary 75 4.4 Open
5257328,Tarland School,1971-8-7,School Road Tarland Aberdeenshire,013398 81204 013398 81983 Primary 107 5.5 Open
5257425,Torphins School,1914-5-5,Beltie Road Torphins Banchory Kincardineshire,013398 82269 013398 82746 Primary 231 11.0 Open
5257530,Aboyne Academy,1993-8-27,Bridgeview Road Aboyne Aberdeenshire,013398 87722 013398 85020 Secondary 644 51.1 Integrated SEN Unit Open
5257727,Mill O'Forest School,1814-8-19,Woodview Place Stonehaven Kincardineshire,01569 763561 01569 760053 Primary 334 19.0 Open
5257824,Banchory Primary School,1986-10-27,Arbeadie Road Banchory Kincardineshire,01330 823351 01330 825812 Primary 697 33.1 Integrated SEN Unit Open
5257921,Fishermoss School,1972-9-9,Berrymuir Road Portlethen Aberdeen,01224 782277 01224 781449 Primary 374 17.0 Open
5258030,Portlethen Academy,1917-5-11,Bruntland Road Portlethen Aberdeen,01224 782174 01224 782076 Secondary 832 64.1 Integrated SEN Unit Open
5258227,Laurencekirk School,1881-12-26,Frain Drive Laurencekirk Kincardineshire,01561 378588 01561 378403 Primary 275 14.1 Integrated SEN Unit Open
5280036,Springvale Education Trust,1853-8-7,c/o Windmill Printing Denmore Place Bridge of Don,01224 798500 Secondary Newly Open
5280044,Rossie Secure Accommodation Services,1996-1-9,Montrose Angus,01674 820204 01674 820249 Special Newly Open
5280125,Rosebrae School,1821-6-5,Spynie Elgin Moray,01343 544841 01343 544841 Primary 14 1.5 Open
5280338,Gordonstoun School,1821-3-10,Elgin Moray,01343 837837 01343 837808 Secondary 449 64.8 Open
5280435,Aberlour House School,1899-4-18,Aberlour Banffshire,01340 871267 01340 871238 Primary 38 8.7 Secondary 29 5.4 Open
5280737,International School of Aberdeen,1854-6-16,296 North Deeside Road Milltimber Aberdeen,01224 732267 01224 735648/734879 Primary 188 35.4 Secondary 163 32.6 Open
5280834,Total School,1857-7-27,1-5 Whitehall Place Aberdeen,01224 645545 01224 645565 Primary 24 3.0 Secondary 28 8.1 Open
5281040,Camphill Rudolf Steiner Schools,1878-5-17,Murtle House Bieldside Aberdeen,01224 867935 01224 868420 Special 84 12.0 Open
5281148,Linn Moor Residential School,1884-12-25,Peterculter Aberdeen,01224 732246 01224 735261 Special 28 6.2 Open
5281334,Lathallan Preparatory School,1814-1-24,Brotherton Castle Johnshaven By Montrose,01561 362220 01561 361695 Primary 85 14.5 Open
5281628,Aberdeen Waldorf School,1844-3-20,Craigton Road Cults Aberdeen,01224 868366 01224 868366 Primary 81 7.1 Secondary 43 5.2 Open
5281938,Albyn School for Girls,1998-8-20,17-23 Queens Road Aberdeen,01224 322408 01224 209173 Primary 125 11.0 Secondary 192 29.7 Open
5282039,Robert Gordon's College,1833-8-15,Schoolhill Aberdeen,01224 646346 01224 630301 Primary 411 27.3 Secondary 995 86.1 Open
5282136,St Margaret's School for Girls-Aberdeen,1894-12-28,17 Albyn Place Aberdeen,01224 584466 01224 585600 Primary 143 12.6 Secondary 212 27.4 Open
5282225,Dutch School Aberdeen,1897-5-7,Craighill Boyd Orr Avenue Aberdeen,01224 890631 Primary 81 6.8 Open
5282349,Oakbank School,1970-4-18,Midstocket Road Aberdeen,01224 313347 01224 312017 Special 35 19.1 Open
5282438,Moray Steiner School,1881-10-11,Drumduan House Clovenside Road Forres Moray,01309 676300 01309 671092 Primary 61 6.0 Open
5282527,The Hamilton School,1851-12-11,80-84 Queens Road Aberdeen,01224 317295 01224 317165 Primary 108 12.5 Open
5300126,Aberlemno Primary School,1982-3-14,Aberlemno By Forfar,01307 830220 01307 830342 Primary 16 1.5 Open
5300223,Airlie Primary School,1971-6-21,By Kirriemuir,01575 530254 Primary 58 3.6 Open
5300320,Arbirlot Primary School,1834-1-7,Arbirlot By Arbroath,01241 875337 Primary 24 2.4 Open
5300428,Hayshead Primary School,1940-4-6,St Abb's Road Arbroath,01241 872453 01241 872155 Primary 428 22.1 Open
5300525,Inverbrothock Primary School,1890-2-13,East Kirkton Road Arbroath,01241 873410 01241 873410 Primary 382 19.4 Integrated SEN Unit Open
5300622,Ladyloan Primary School,1868-10-17,Millgate Loan Arbroath,01241 875302 Primary 321 18.8 Integrated SEN Unit Open
5300827,Muirfield Primary School,1868-2-4,School Road Arbroath,01241 875303 Primary 189 10.0 Open
5300924,St Thomas' RC Primary School,1944-4-11,Seaton Road Arbroath,01241 872809 01241 872809 Primary 115 7.8 Open
5301025,Timmergreens Primary School,1962-2-15,Emislaw Drive Arbroath,01241 874593 01241 871307 Primary 343 16.3 Open
5301122,Warddykes Primary School,1994-2-26,Brechin Road Arbroath,01241 874379 01241 874379 Primary 292 16.7 Integrated SEN Unit Open
5301327,Barry Primary School,1963-4-16,Barry Carnoustie,01241 852152 01241 852752 Primary 67 4.4 Open
5301424,Andover Primary School,1806-9-13,50A Drumachlie Park Brechin,01356 622857 01356 624948 Primary 289 15.0 Integrated SEN Unit Open
5301521,Maisondieu Primary School,1834-3-6,St Andrew's Street Brechin,01356 622228 01356 626016 Primary 395 18.6 Open
5301726,Carmyllie Primary School,1841-12-3,Redford Arbroath,012
