5203139,Lossiemouth High School,1908-8-21,Coulardbank Road Lossiemouth Moray,01343 812047 01343 814343 Secondary 727 56.7 Integrated SEN Unit Open
5206227,Botriphnie Primary School,1870-11-3,Drummuir Keith Moray,01542 810207 01542 810387 Primary 32 2.6 Open
5206324,Cluny Primary School,1975-3-23,South Pringle Street Buckie Moray,01542 831417 01542 835863 Primary 365 18.2 Open
5206421,Millbank Primary School,1902-12-15,McWilliam Crescent Buckie Moray,01542 831113 01542 831935 Primary 257 16.7 Integrated SEN Unit Open
5206529,St Peter's RC Primary School,1940-10-24,37 St Peter's Terrace Buckie Moray,01542 831339 01542 835867 Primary 37 2.7 Open
5206626,Cabrach Primary School,1812-5-7,Lower Cabrach Huntly Moray,01466 702207 01466 702213 Primary 5 1.0 Open
5206723,Craigellachie Primary School,1877-9-3,John Street Craigellachie by Aberlour Moray,01340 881271 01340 881537 Primary 59 3.8 Open
5206820,Crossroads Primary School,1971-12-22,Grange Keith Moray,01542 870221 01542 870369 Primary 47 2.7 Open
5206928,Cullen Primary School,1806-9-17,Old Church Road Cullen Moray,01542 840279 01542 841511 Primary 146 8.2 Open
5207126,Findochty Primary School,1822-7-26,Burnside Street Findochty Moray,01542 832287 01542 835864 Primary 103 6.0 Open
5207223,Glenlivet Primary School,1818-7-2,Glenlivet Ballindalloch Moray,01807 590216 01807 590332 Primary 26 2.6 Open
5207428,Inveravon Primary School,1913-1-15,Ballindalloch Moray,01807 500217 01807 500708 Primary 29 2.7 Open
5207525,Keith Primary School,1975-10-26,School Road Keith Moray,01542 882802 01542 886916 Primary 402 23.3 Integrated SEN Unit Open
5207622,St Thomas RC Primary School,1955-10-11,Chapel Street Keith Moray,01542 882256 01542 886841 Primary 65 4.2 Open
5207827,Mortlach Primary School,1982-5-14,York Street Dufftown Keith Moray,01340 820268 01343 820871 Primary 166 8.8 Open
5207924,Newmill Primary School,1975-10-17,Isla Road Newmill Keith,01542 882788 01542 882637 Primary 47 4.2 Open
5208025,Portessie Primary School,1878-4-15,School Road Portessie Buckie,01542 832288 01542 835866 Primary 128 7.3 Open
5208122,Portgordon Primary School,1813-8-2,Richmond Terrace Portgordon Moray,01542 831198 01542 835868 Primary 92 5.4 Open
5208327,Portknockie Primary School,1830-7-24,King Edward Terrace Portknockie Moray,01542 840244 01542 841512 Primary 77 5.1 Open
5208424,Rothiemay Primary School,1928-8-1,Rothiemay Huntly Moray,01466 711220 01466 711426 Primary 69 4.0 Open
5208734,Buckie Community High School,1804-5-21,West Cathcart Street Buckie Moray,01542 832605 01542 835758 Secondary 964 77.9 Integrated SEN Unit Open
5208831,Keith Grammar School,1968-9-28,School Road Keith Moray,01542 882461 01542 886032 Secondary 520 45.6 Integrated SEN Unit Open
5208939,Speyside High School,1951-7-14,Mary Avenue Aberlour Moray,01340 871522 01340 871098 Secondary 461 41.5 Integrated SEN Unit Open
5209234,Tomintoul Primary School,1946-3-25,Cults Drive Tomintoul Ballindalloch,01807 580271 01807 580464 Primary 52 3.6 Open
5209722,Aberlour Primary School,1953-9-3,Mary Avenue Aberlour Moray,01340 871255 01340 871076 Primary 153 11.1 Integrated SEN Unit Open
5209927,Greenwards Primary School,1961-5-12,Edgar Road New Elgin Elgin,01343 541661 01343 550656 Primary 305 18.6 Integrated SEN Unit Open
5210038,Elgin High School,1992-8-4,High School Drive New Elgin Elgin Moray,01343 545181 01343 540892 Secondary 625 56.2 Integrated SEN Unit Open
5210127,Pilmuir Primary School,1917-7-1,Pilmuir Road Forres Moray,01309 673034 01309 671312 Primary 182 9.5 Open
5212227,Aberchirder School,1847-7-6,Smith Crescent Aberchirder Huntly Aberdeenshire,01466 780241 01466 780347 Primary 161 9.6 Integrated SEN Unit Open
5212324,Banff Primary School,1935-3-28,Academy Drive Banff Aberdeenshire,01261 813100 01261 813111 Primary 353 22.0 Integrated SEN Unit Open
5212421,Bracoden School,1877-6-2,Gamrie Banff Banffshire,01261 851228 01261 851125 Primary 90 4.0 Open
5212529,Easterfield School,1945-1-23,Fortrie Turriff Aberdeenshire,01466 730206 01466 799072 Primary 22 2.0 Open
5212626,Fordyce School,1802-6-11,School Road Fordyce Banff,01261 842231 01261 842231 Primary 25 2.5 Open
5212723,Macduff School,1989-1-22,Berrymuir Road Macduff,01261 832665 01261 833296 Primary 386 19.2 Integrated SEN Unit Open
5212928,Ordiquhill School,1950-7-14,Cornhill Banff,01466 751203 01466 751400 Primary 83 6.4 Open
5213029,Portsoy School,1917-5-3,Chapel Street Portsoy Banffshire,01261 842238 01261 842238 Primary 149 9.5 Integrated SEN Unit Open
5213126,Whitehills School,1965-6-11,Forbes Road Whitehills Banffshire,01261 861431 01261 861431 Primary 113 5.9 Open
5213231,Banff Academy,1903-5-16,Bellevue Road Banff Aberdeenshire,01261 812591 01261 815491 Secondary 1105 88.4 Integrated SEN Unit Open
5215129,New Aberdour School,1804-1-25,Elphin Street New Aberdour Fraserburgh Aberdeenshire,01346 561225 01346 561795 Primary 21 2.4 Open
5215226,Ardallie School,1879-10-13,Ardallie Peterhead Aberdeenshire,01358 711224 01358 711769 Primary 26 2.3 Open
5215420,Auchnagatt School,1961-2-22,Auchnagatt Ellon Aberdeenshire,01358 701256 01358 701394 Primary 39 2.2 Open
5215528,Auchterless School,1998-7-25,Auchterless Turriff Aberdeenshire,01888 511221 01888 511580 Primary 60 3.2 Open
5215625,Boddam School,1832-3-2,13 Russell Street Boddam Peterhead Aberdeenshire,01779 473359 01779 470736 Primary 114 6.9 Open
5215722,Braeside School,1818-12-23,Savoch Auchnagatt Aberdeenshire,01358 701200 01358 701718 Primary 17 1.4 Open
5215927,Buchanhaven School,1892-9-18,Hope Street Peterhead Aberdeenshire,01779 472543 01779 480127 Primary 390 17.5 Integrated SEN Unit Open
5216028,Burnhaven School,1942-5-14,South Road Peterhead Aberdeenshire,01779 472351 01779 472351 Primary 117 5.8 Open
5216125,Crimond School,1915-10-23,Logie Road Crimond Fraserburgh Aberdeenshire,01346 532251 01346 532190 Primary 90 7.0 Integrated SEN Unit Open
5216222,Crudie School,1999-10-20,Crudie By Turriff Aberdeenshire,01888 551217 01888 551648 Primary 38 2.4 Open
5216427,Fetterangus School,1968-7-5,Ferguson Street Fetterangus Peterhead Aberdeenshire,01771 623568 01771 624025 Primary 36 2.4 Open
5216524,Fintry School,1952-4-12,Fintry Turriff Aberdeenshire,01888 551242 01888 832306 Primary 29 1.2 Open
5216621,Fisherford School,1821-4-1,Rothienorman Inverurie Aberdeenshire,01464 841243 01464 841459 Primary 21 2.0 Open
5216729,St Andrew's Primary School,1876-9-17,113 Charlotte Street Fraserburgh Aberdeenshire,01346 518247 01346 510126 Primary 324 18.6 Integrated SEN Unit Open
5216923,Fraserburgh North School,1955-8-20,Finlayson Street Fraserburgh Aberdeenshire,01346 518015 01346 510416 Primary 119 9.0 Integrated SEN Unit Open
5217024,Fraserburgh South Park School,1807-2-12,Philorth Avenue Fraserburgh Aberdeenshire,01346 518586 01346 510002 Primary 423 19.4 Open
5217229,Hatton (Cruden) School,1930-3-19,Station Road Hatton Peterhead Aberdeenshire,01779 841234 01779 841373 Primary 126 6.0 Open
5217326,Inverallochy School,1834-1-24,School Street Inverallochy Fraserburgh Aberdeenshire,01346 582217 01346 582217 Primary 144 8.0 Open
5217423,King Edward School,1817-6-2,King Edward Banff,01261 821254 01261 821350 Primary 26 2.3 Open
5217520,Kininmonth School,1993-2-19,Kininmonth Peterhead Aberdeenshire,01771 623580 01771 624023 Primary 48 2.4 Open
5217628,Longhaven School,1925-8-2,Longhaven Peterhead Aberdeenshire,01779 812656 01779 812656 Primary 30 2.2 Integrated SEN Unit Open
5217725,Longside School,1847-7-26,17 Inn Brae Longside Peterhead Aberdeenshire,01779 821233 01779 821304 Primary 149 9.0 Open
5217822,Maud Primary School,1940-5-3,School Road Maud Aberdeenshire,01771 613206 01771 613696 Primary 73 4.2 Open
5218020,Monquhitter School,1830-10-24,Thornhill Road Cuminestown By Turriff Aberdeenshire,01888 544238 01888 544935 Primary 100 5.5 Open
5218128,New Byth School,1871-12-16,Main Street New Byth by Turriff Aberdeenshire,01888 544204 01888 544878 Primary 21 1.0 Open
5218527,Peterhead Central School,1904-5-20,St Peter Street Peterhead,01779 472211 01779 476453 Primary 212 12.3 Integrated SEN Unit Open
5218624,Clerkhill School,1849-6-20,Cairntrodlie Peterhead Aberdeenshire,01779 472473 01779 479879 Primary 424 20.1 Open
5218721,Meethill School,1878-8-27,School Road Peterhead Aberdeenshire,01779 474920 01779 477376 Primary 205 11.6 Open
5219027,Port Erroll School,1893-5-4,Braehead Drive Cruden Bay Aberdeenshire,01779 812622 01779 813288 Primary 133 8.7 Open
5219124,Rathen School,1932-6-12,Rathen Fraserburgh Aberdeenshire,01346 532226 01346 532009 Primary 84 4.4 Open
5219221,Rothienorman School,1901-3-10,Rothienorman Inverurie Aberdeenshire,01651 821247 01651 821180 Primary 103 6.2 Open
5219329,St Combs School,1940-8-4,High Street St Combs Fraserburgh Aberdeenshire,01346 582223 01346 583254 Primary 77 4.4 Open
5219426,St Fergus School,1819-3-9,School Road St Fergus Peterhead Aberdeenshire,01779 838225 01779 838225 Primary 85 5.4 Open
5219523,Sandhaven School,1886-10-4,High Street Sandhaven Fraserburgh Aberdeenshire,01346 518202 01346 518234 Primary 73 6.2 Integrated SEN Unit Open
5219620,Tyrie School,1883-5-5,Tyrie Fraserburgh Aberdeenshire,01346 541240 01346 541420 Primary 28 2.4 Open
5219736,Fraserburgh Academy,1842-12-16,Dennyduff Road Fraserburgh Aberdeenshire,01346 515771 01346 510229 Secondary 1195 96.2 Integrated SEN Unit Open
5219825,Stuartfield School,1814-3-4,Stuartfield Peterhead Aberdeenshire,01771 624223 01771 622087 Primary 106 5.2 Open
5219922,Fyvie School,1973-8-6,Main Street Fyvie Turriff Aberdeenshire,01651 891247 01651 891060 Primary 186 8.4 Open
5220122,Mintlaw Primary School,1859-9-21,Longside Road Mintlaw Peterhead Aberdeenshire,01771 623549 01771 624483 Primary 183 11.8 Integrated SEN Unit Open
5220327,New Deer School,1961-8-5,New Deer Turriff Aberdeenshire,01771 644265 01771 644759 Primary 138 6.9 Open
5220424,New Pitsligo & St John's School,1984-5-8,School Street New Pitsligo Fraserburgh Aberdeenshire,01771 653232 01771 653775 Primary 120 8.2 Integrated SEN Unit Open
5220734,Peterhead Academy,1890-12-17,Prince Street Peterhead Aberdeenshire,01779 472231 01779 472055 Secondary 1441 111.2 Integrated SEN Unit Open
5220823,Rosehearty School,1813-6-4,Pitsligo Street Rosehearty Aberdeenshire,01346 571230 01346 571161 Primary 113 9.1 Integrated SEN Unit Open
5220920,Strichen School,1893-1-16,North Street Strichen Fraserburgh Aberdeenshire,01771 637250 01771 637849 Primary 126 6.4 Open
5221234,Turriff Academy,1903-6-8,Victoria Terrace Turriff Aberdeenshire,01888 563216 01888 568966 Secondary 744 67.4 Integrated SEN Unit Open
5221447,Anna Ritchie School,1841-3-14,Grange Gardens Peterhead,01779 473293 01779 491063 Special 104 17.0 Open
5221544,Westfield School,1821-12-11,Argyll Road Fraserburgh Aberdeenshire,01346 518699 01346 516633 Special 34 9.5 Open
5221722,Pitfour School,1911-9-18,Newlands Road Mintlaw Peterhead Aberdeenshire,01771 622855 01771 623512 Primary 94 6.9 Open
5221927,Dales Park School,1974-10-18,Berryden Road Peterhead Aberdeenshire,01779 477133 01779 470272 Primary 192 11.5 Integrated SEN Unit Open
5222020,Lochpots School,1849-8-22,Robertson Road Fraserburgh Aberdeenshire,01346 515751 01346 513772 Primary 228 12.0 Open
5222133,Mintlaw Academy,1883-8-5,Station Road Mintlaw Peterhead Aberdeenshire,01771 622994 01771 624228 Secondary 920 65.6 Integrated SEN Unit Open
5222222,Markethill School,1905-3-8,Baden Powell Road Turriff Aberdeenshire,01888 562828 01888 563761 Primary 456 21.0 Integrated SEN Unit Open
5224020,Alford Primary School,1858-11-4,Greystone Road Alford Aberdeenshire,019755 62395 019755 63928 Primary 278 16.3 Integrated SEN Unit Open
5224128,Arnage School,1863-5-6,Auchnagatt Ellon Aberdeenshire,01358 701233 01358 725144 Primary 41 2.4 Open
5224225,Balmedie School,1903-11-20,Forsyth Road Balmedie Aberdeenshire,01358 742474 01358 742319 Primary 335 14.0 Open
5224322,Barthol Chapel School,1816-6-2,St Katherine's Inverurie Aberdeenshire,01651 806227 01651 806867 Primary 39 2.4 Open
5224527,Cairney School,1930-10-11,Cairnie By Huntly Aberdeenshire,01466 760202 01466 760398 Primary 23 2.1 Open
5224624,Cairnorrie School,1843-8-7,Methlick Ellon Aberdeenshire,01651 806262 01651 806868 Primary 13 1.5 Open
5224721,Chapel Of Garioch School,1824-7-26,Chapel Of Garioch Pitcaple Inverurie Aberdeenshire,01467 681227 01467 681564 Primary 56 3.2 Open
5224829,Clatt School,1907-2-1,Clatt Huntly Aberdeenshire,01464 831243 01464 831586 Primary 13 1.4 Open
5224926,Cluny School,1845-7-3,Sauchen Inverurie Aberdeenshire,01330 833204 01330 833810 Primary 35 2.4 Open
5225221,Craigievar School,1876-6-9,Whitehouse Alford Aberdeenshire,019755 81204 019755 81260 Primary 49 3.4 Open
5225329,Cultercullen School,1822-2-15,Udny Ellon Aberdeenshire,01651 842229 Primary 48 3.7 Open
5225426,Daviot School,1905-7-2,Daviot Inverurie Aberdeenshire,01467 671216 01467 671404 Primary 56 3.2 Open
5225523,Drumblade School,1852-8-24,Drumblade Huntly Aberdeenshire,01466 740228 01466 792075 Primary 45 3.7 Open
5225620,Dunecht School,1976-12-2,Dunecht Westhill Aberdeenshire,01330 860243 01330 860908 Primary 55 3.9 Open
5225728,Echt School,1843-4-26,Echt Skene Aberdeenshire,01330 860510 01330 860909 Primary 29 2.2 Open
5225825,Ellon Primary School,1861-7-16,Modley Place Ellon Aberdeenshire,01358 720692 01358 724297 Primary 291 16.1 Integrated SEN Unit Open
5225922,Auchterellon School,1910-11-16,Millwood Road Ellon Aberdeenshire,01358 720863 01385 723746 Primary 399 18.0 Integrated SEN Unit Open
5226120,Forgue School,1821-5-3,Forgue Huntly Aberdeenshire,01466 730232 01466 793704 Primary 37 2.4 Open
5226228,Foveran School,1937-4-23,Main Road Foveran Ellon Aberdeenshire,01358 789219 01358 789556 Primary 32 2.2 Open
5226325,Gartly School,1920-5-15,Gartly Huntly Aberdeenshire,01466 720270 01466 720349 Primary 21 3.6 Open
5226422,Glass School,1884-7-1,Glass Huntly Aberdeenshire,01466 700210 01466 700313 Primary 20 2.3 Open
5226627,Hatton (Fintray) School,1878-4-1,Station Road Hatton of Fintray Dyce Aberdeen,01224 791221 01224 791869 Primary 46 2.2 Open
5226724,Gordon Primary School,1808-11-2,Huntly Aberdeenshire,01466 792550 01466 792550 Primary 397 22.3 Integrated SEN Unit Open
5226821,Inverurie Market Place School,1803-9-7,Market Place Inverurie Aberdeenshire,01467 620451 01467 625690 Primary 136 8.3 Open
5226929,Keig School,1995-9-22,Keig Alford Aberdeenshire,019755 62567 019755 63931 Primary 25 2.4 Open
5227127,Keithhall School,1800-2-28,Keithhall Inverurie Aberdeenshire,01467 620497 01467 624778 Primary 31 2.2 Open
5227224,Kennethmont School,1917-11-11,Kennethmont Huntly Aberdeenshire,01464 831226 01464 831506 Primary 38 2.2 Open
5227526,Largue School,1805-2-22,Forgue Huntly Aberdeenshire,01464 871225 01464 871392 Primary 31 2.4 Open
5227623,Logie Durno School,1914-9-19,Pitcaple Inverurie Aberdeenshire,01467 681224 01467 681578 Primary 56 4.4 Open
5227720,Lumsden School,1936-6-23,Lumsden Huntly Aberdeenshire,01464 861703 01464 861408 Primary 44 2.4 Open
5227828,Meldrum School,1949-4-4,Meadowbank Oldmeldrum Inverurie Aberdeenshire,01651 871100 01651 873703 Primary 286 14.2 Integrated SEN Unit Open
5227925,Methlick School,1844-4-11,Methlick Ellon Aberdeenshire,01651 806203 01651 806849 Primary 77 4.2 Open
5228026,Midmar School,1958-7-12,Sauchen Inverurie Aberdeenshire,01330 833244 01330 833813 Primary 44 2.4 Open
5228220,Monymusk School,1843-3-25,Monymusk Inverurie Aberdeenshire,01467 651254 01467 651610 Primary 68 3.4 Open
5228328,Newburgh Mathers School,1986-11-2,School Road Newburgh Ellon Aberdeenshire,01358 789283 01358 789849 Primary 140 7.9 Open
5228425,New Machar School,1850-5-24,7 School Road Newmachar Aberdeenshire,01651 862245 01651 862245 Primary 280 16.2 Open
5228522,Old Rayne School,1949-9-5,Old Rayne Insch Inverurie Aberdeenshire,01464 851213 01464 851410 Primary 41 2.3 Open
5228727,Oyne School,1833-6-27,Oyne Insch Aberdeenshire,01464 851232 01464 851490 Primary 42 2.6 Open
5228824,Pitmedden School,1964-1-21,Pitmedden Ellon Aberdeenshire,01651 842374 01651 842975 Primary 159 9.3 Open
5228921,Port Elphinstone School,1853-7-21,School Road Port Elphinstone Inverurie Aberdeenshire,01467 621277 01467 624599 Primary 99 5.2 Open
5229022,Premnay School,1862-2-27,Premnay Insch Aberdeenshire,01464 820201 01464 821337 Primary 28 2.5 Open
5229227,Rayne North School,1907-10-4,Meikle Wartle Inverurie Aberdeenshire,01464 851218 01464 851598 Primary 39 2.3 Open
5229324,Rhynie School,1821-1-8,Essie Road Rhynie Huntly Aberdeenshire,01464 861257 01464 861454 Primary 41 3.0 Open
5229529,Skene School,1992-5-13,Skene Aberdeenshire,01224 743242 01224 745293 Primary 51 3.2 Open
5229626,Slains School,1986-1-5,Collieston Ellon Aberdeenshire,01358 751202 01358 751202 Primary 31 2.3 Open
5229723,Strathdon School,1878-11-28,Strathdon Aberdeenshire,019756 51224 019756 51773 Primary 40 2.4 Open
5229928,Tipperty School,1958-11-20,Logie Road Tipperty Ellon Aberdeenshire,01358 720344 01358 723905 Primary 34 2.7 Open
5230020,Tough School,1986-12-17,Tough Alford Aberdeenshire,019755 62502 019755 63940 Primary 35 2.5 Open
5230128,Towie School,1911-10-20,Glenkindie Alford Aberdeenshire,019756 41247 019756 41304 Primary 25 3.0 Open
5230225,Tullynessle School,1990-12-18,Tullynessle Alford Aberdeenshire,019755 62365 019755 63950 Primary 32 2.7 Open
5230322,Udny Green School,1990-8-10,Udny Green Ellon Aberdeenshire,01651 842376 01651 842847 Primary 57 3.4 Open
5230527,Westhill Primary School,1960-1-6,Westhill Drive Westhill Aberdeenshire,01224 740225 01224 740976 Primary 334 15.9 Open
5230721,Kemnay Primary School,1930-12-10,Grove Road Kemnay Inverurie Aberdeenshire,01467 642259 01467 643981 Primary 220 10.7 Open
5230934,Alford Academy,1896-8-23,Murray Terrace Alford Aberdeenshire,019755 62251 019755 62628 Secondary 592 50.5 Integrated SEN Unit Open
5231132,Ellon Academy,1801-12-15,Schoolhill Ellon Aberdeenshire,01358 720715 01358 723758 Secondary 1368 114.4 Integrated SEN Unit Open
5231434,The Gordon Schools,1921-12-27,Castle Street Huntly Aberdeenshire,01466 792181 01466 794715 Secondary 889 73.6 Integrated SEN Unit Open
5231523,Insch School,1964-10-19,Alexander Street Insch Aberdeenshire,01464 820252 01464 820783 Primary 262 11.8 Open
5231639,Inverurie Academy,1938-2-28,Jackson Street Inverurie Aberdeenshire,01467 621655 01467 624425 Secondary 1087 91.2 Integrated SEN Unit Open
5231825,Strathburn School,1962-8-8,Strathburn Gardens Inverurie Aberdeenshire,01467 621143 01467 624347 Primary 393 18.1 Integrated SEN Unit Open
5231922,Kintore School,1908-11-27,41 School Road Kintore Aberdeenshire,01467 632246 01467 632181 Primary 253 13.2 Open
5232147,St Andrew's School,1829-9-22,St Andrew's Gardens Inverurie Aberdeenshire,01467 621215 01467 621954 Special 106 16.5 Open
5232228,Kellands School,1993-11-5,Inverurie Aberdeenshire,01467 620153 Primary 304 17.5 Integrated SEN Unit Open
5232325,Kinellar School,1849-4-23,Kinellar Aberdeenshire,01224 790235 01224 790163 Primary 172 10.4 Open
5232333,Meldrum Academy,1918-2-5,Colpy Road Oldmeldrum Inverurie Aberdeenshire,01651 871300 01651 871313 Secondary 528 45.8 Integrated SEN Unit Open
5232422,Alehousewells School,1958-12-13,Bremner Way Kemnay Inverurie Aberdeenshire,01467 642247 01467 642040 Primary 181 12.6 Integrated SEN Unit Open
5232627,Crombie School,1926-2-3,Hays Way Westhill Skene Aberdeenshire,01224 740900 01224 745278 Primary 366 17.9 Integrated SEN Unit Open
5232724,Meiklemill School,1925-5-18,Provost Davidson Drive Ellon Aberdeenshire,01358 721852 01358 721852 Primary 232 12.0 Open
5232937,Westhill Academy,1891-7-16,Hays Way Westhill Aberdeenshire,01224 740111 01224 743163 Secondary 966 68.4 Integrated SEN Unit Open
5233038,Kemnay Academy,1826-12-7,Bremner Way Kemnay Inverurie Aberdeenshire,01467 643535 01467 642306 Secondary 508 46.9 Integrated SEN Unit Open
5233127,Tarves School,1835-7-15,Duthie Road Tarves Ellon Aberdeenshire,01651 851247 01651 851875 Primary 124 6.9 Open
5233224,Elrick School,1879-7-18,Rowan Drive Westhill Aberdeenshire,01224 741900 01224 745313 Primary 342 14.0 Open
5234026,Balgownie School,1832-12-16,Tarbothill Road Bridge Of Don Aberdeen,01224 702330 01224 707659 Primary 127 8.9 Open
5234123,Scotstown School,1802-5-12,Scotstown Road Bridge Of Don Aberdeen,01224 703331 01224 820289 Primary 219 15.3 Integrated SEN Unit Open
5234220,Bucksburn School,1956-11-28,Inverurie Road Bucksburn Aberdeen,01224 712862 01224 716522 Primary 159 13.0 Integrated SEN Unit Open
5234522,Culter School,1951-8-14,22 School Road Peterculter Aberdeen,01224 733197 01224 735045 Primary 376 19.9 Open
5234727,Cults Primary School,1851-11-8,Earlswells Road Cults Aberdeen,01224 869221 01224 869372 Primary 545 30.0 Integrated SEN Unit Open
5234921,Dyce Primary School,1827-2-19,Gordon Terrace Dyce Aberdeen,01224 772220 01224 772033 Primary 358 26.2 Integrated SEN Unit Open
5235227,Kingswells Primary School,1878-6-3,Kingswells Avenue Kingswells Aberdeen,01224 740262 01224 742425 Primary 406 23.0 Open
5235324,Milltimber School,1839-7-25,Monearn Gardens Milltimber Aberdeen,01224 732517 01224 735276 Primary 228 14.4 Open
5235421,Stoneywood School,1866-3-21,Stoneywood Road Stoneywood Aberdeen,01224 712720 01224 710137 Primary 160 9.8 Open
5235529,Glashieburn School,1808-8-28,Jesmond Drive Bridge Of Don Aberdeen,01224 704476 01224 707668 Primary 350 18.8 Open
5235626,Newhills Primary School,1905-8-27,Wagley Parade Bucksburn Aberdeen,01224 713170 01224 716860 Primary 198 12.2 Open
5235634,Bridge Of Don Academy,1865-6-26,Braehead Way Bridge Of Don Aberdeen,01224 707583 01224 706910 Secondary 679 58.5 Integrated SEN Unit Open
5235731,Bankhead Academy,1801-3-19,Bankhead Avenue Bucksburn Aberdeen,01224 713861 01224 713246 Secondary 540 54.2 Open
5235839,Cults Academy,1909-12-4,Hillview Drive Cults Aberdeen,01224 868801 01224 869865 Secondary 1171 81.2 Integrated SEN Unit Open
5235928,Middleton Park School,1921-2-8,Jesmond Drive Bridge Of Don Aberdeen,01224 820873 01224 705571 Primary 209 13.1 Open
5237521,Abbotswell School,1942-9-11,Faulds Gate Aberdeen,01224 872714 01224 876270 Primary 242 17.0 Open
5237629,Airyhall School,1940-9-27,Countesswells Road Aberdeen,01224 318737 01224 325603 Primary 209 9.9 Open
5237823,Ashley Road School,1837-6-12,45 Ashley Road Aberdeen,01224 588732 01224 586228 Primary 409 19.5 Open
5238021,Braeside Nursery/Infant School,1895-8-13,Braeside Place Aberdeen,01224 313953 01224 313953 Primary 94 8.6 Open
5238129,Bramble Brae School,1852-4-24,Cummings Park Drive Aberdeen,01224 692618 01224 699855 Primary 117 8.9 Open
5238226,Broomhill School,1980-9-6,Gray Street Aberdeen,01224 315487 01224 312225 Primary 454 20.6 Open
5238420,Byron Park Nursery/Infant School,1975-5-9,Cruden Park Northfield Aberdeen,01224 693529 01224 690675 Primary 94 8.2 Open
5238528,Causewayend School,1815-10-3,Causewayend Aberdeen,01224 636776 01224 633789 Primary 134 9.0 Integrated SEN Unit Open
5238625,Cornhill School,1938-4-18,Cornhill Drive Aberdeen,01224 483234 01224 484121 Primary 385 21.6 Open
5238722,Craighill School,1973-10-19,Hetherwick Road Aberdeen,01224 872989 01224 895452 Primary 122 10.8 Open
5239125,Donbank School,1921-6-6,Dill Road Tillydrone Aberdeen,01224 483217 01224 488690 Primary 148 17.6 Integrated SEN Unit Open
5239427,Fernielea School,1974-5-11,Stronsay Place Aberdeen,01224 318533 01224 326952 Primary 171 15.2 Integrated SEN Unit Open
5239524,Ferryhill School,1844-11-13,31 Caledonian Place Aberdeen,01224 586755 01224 585244 Primary 309 17.7 Open
5239729,Hanover Street School,1887-2-28,Beach Boulevard Aberdeen,01224 588864 01224 591641 Primary 169 14.5 Open
5239826,Hazlehead Primary School,1875-8-12,Provost Graham Avenue Aberdeen,01224 313088 01224 325049 Primary 253 15.8 Open
5239923,Holy Family RC School,1916-9-9,Summerhill Terrace Aberdeen,01224 316446 01224 326294 Primary 128 9.3 Integrated SEN Unit Open
5240042,Pupil Support Service (Secondary),1913-12-14,Unit A2 Cordyce Riverview Drive Dyce Aberdeen,01224 774046 01224 774046 SEN Unit 7.0 Open
5240140,Pupil Support Service (Primary),1800-4-8,Craighill School Hetherwick Road Kincorth Aberdeen,01224 891430 01224 893316 SEN Unit 8.4 Open
5240425,Kittybrewster School,1932-4-8,Great Northern Road Aberdeen,01224 484451 01224 495224 Primary 140 11.8 Open
5240522,Kirkhill School,1957-1-22,Cairngorm Gardens Kincorth Aberdeen,01224 874439 01224 877885 Primary 214 16.9 Integrated SEN Unit Open
5240727,Marchburn Nursery/Infant School,1803-12-6,Marchburn Drive Aberdeen,01224 695436 01224 680199 Primary 69 7.9 Open
5240824,Middlefield School,1919-3-11,Danestone Circle Aberdeen,01224 699277 01224 680214 Primary 185 16.9 Open
5240921,Mile End Primary School,1984-9-18,Mid Stocket Road Aberdeen,01224 636457 01224 620790 Primary 470 24.2 Open
5241022,Muirfield School,1970-9-14,Mastrick Drive Aberdeen,01224 694958 01224 696671 Primary 318 21.3 Integrated SEN Unit Open
5241227,Quarryhill School,1885-2-12,Birkhall Parade Aberdeen,01224 692390 01224 680497 Primary 319 19.1 Open
5241421,Skene Square School,1801-12-23,61 Skene Square Aberdeen,01224 630493 01224 620788 Primary 273 17.7 Open
5241529,Seaton School,1939-4-22,Seaton Place East Aberdeen,01224 483414 01224 480539 Primary 135 15.8 Integrated SEN Unit Open
5241626,Gilcomstoun School,1967-2-5,Skene Street Aberdeen,01224 642722 01224 620784 Primary 234 18.0 Integrated SEN Unit Open
5241723,Smithfield School,1995-7-7,Clarke Street Aberdeen,01224 696952 01224 682106 Primary 206 20.0 Integrated SEN Unit Open
5241820,Kingsford School,1837-5-17,Kingsford Road Aberdeen,01224 693554 01224 694993 Primary 341 21.0 Open
5241928,St Joseph's RC School,1824-12-5,5 Queen's Road Aberdeen,01224 322730 01224 325463 Primary 311 17.6 Open
5242029,St Machar School,1933-1-24,Harris Drive Tillydrone Aberdeen,01224 484254 01224 484565 Primary 102 13.1 Integrated SEN Unit Open
5242126,St Peter's RC School,1937-3-12,74 Dunbar Street Aberdeen,01224 485611 01224 482612 Primary 161 9.8 Open
5242223,Sunnybank School,1882-3-27,Sunnybank Road Aberdeen,01224 633363 01224 621174 Primary 190 21.3 Integrated SEN Unit Open
5242428,Tullos School,1980-12-2,Girdleness Road Torry Aberdeen,01224 876621 01224 899415 Primary 240 21.6 Integrated SEN Unit Open
5242525,Victoria Road School,1869-3-8,Victoria Road Torry Aberdeen,01224 876784 01224 894581 Primary 130 12.6 Open
5242827,Walker Road School,1818-10-24,Walker Road Aberdeen,01224 879720 01224 873158 Primary 343 24.5 Integrated SEN Unit Open
